date,week,state,region,plan,ticket_brl,mau_active,new_subs,churn_new,churn_legacy,net_adds,revenue_brl
2023-01-09,2,ES,Sudeste,HBO,34.9,5698,35,2,35,-2,45926.14
2023-01-09,2,ES,Sudeste,Telecine,29.9,4559,28,1,28,-1,31481.32
2023-01-09,2,ES,Sudeste,Premiere,24.9,3417,16,2,17,-3,19649.72
2023-01-09,2,PR,Sul,Familia,49.9,26861,157,19,157,-19,309552.86
2023-01-09,2,PR,Sul,HBO,34.9,16792,94,7,95,-8,135344.3
2023-01-09,2,PR,Sul,Telecine,29.9,13424,70,5,81,-16,92696.91
2023-01-09,2,PR,Sul,Premiere,24.9,10056,43,6,61,-24,57827.81
2023-01-09,2,SC,Sul,Familia,49.9,17269,98,9,100,-11,199012.26
2023-01-09,2,SC,Sul,HBO,34.9,10786,57,4,67,-14,86935.66
2023-01-09,2,SC,Sul,Telecine,29.9,8631,45,2,52,-9,59599.75
2023-01-09,2,SC,Sul,Premiere,24.9,6472,30,4,34,-8,37217.74
2023-01-09,2,RS,Sul,Familia,49.9,26857,156,14,165,-23,309506.77
2023-01-09,2,RS,Sul,HBO,34.9,16796,91,7,88,-4,135376.54
2023-01-09,2,RS,Sul,Telecine,29.9,13418,67,5,84,-22,92655.47
2023-01-09,2,RS,Sul,Premiere,24.9,10055,42,6,61,-25,57822.06
2023-01-09,2,BA,Nordeste,Familia,49.9,34522,185,22,201,-38,397840.14
2023-01-09,2,BA,Nordeste,HBO,34.9,21578,121,9,134,-22,173919.68
2023-01-09,2,BA,Nordeste,Telecine,29.9,17274,98,5,99,-6,119282.36
2023-01-09,2,BA,Nordeste,Premiere,24.9,12941,56,6,69,-19,74418.22
2023-01-09,2,CE,Nordeste,Familia,49.9,21586,126,14,126,-14,248762.45
2023-01-09,2,CE,Nordeste,HBO,34.9,13490,71,6,75,-10,108730.02
2023-01-09,2,CE,Nordeste,Telecine,29.9,10793,65,4,68,-7,74529.03
2023-01-09,2,CE,Nordeste,Premiere,24.9,8082,37,4,51,-18,46476.17
2023-01-09,2,PE,Nordeste,Familia,49.9,23027,133,12,134,-13,265368.89
2023-01-09,2,PE,Nordeste,HBO,34.9,14392,82,7,83,-8,116000.18
2023-01-09,2,PE,Nordeste,Telecine,29.9,11520,73,5,68,0,79549.19
2023-01-09,2,PE,Nordeste,Premiere,24.9,8626,45,6,53,-14,49604.48
2023-01-09,2,MA,Nordeste,Familia,49.9,16330,109,11,88,10,188190.99
2023-01-09,2,MA,Nordeste,HBO,34.9,10193,54,4,57,-7,82156.05
2023-01-09,2,MA,Nordeste,Telecine,29.9,8149,43,3,51,-11,56271.39
2023-01-09,2,MA,Nordeste,Premiere,24.9,6111,30,4,35,-9,35141.78
2023-01-09,2,PB,Nordeste,Familia,49.9,9601,58,6,51,1,110644.32
2023-01-09,2,PB,Nordeste,HBO,34.9,5994,32,2,36,-6,48311.92
2023-01-09,2,PB,Nordeste,Telecine,29.9,4794,24,1,29,-6,33104.06
2023-01-09,2,PB,Nordeste,Premiere,24.9,3600,20,2,18,0,20702.08
2023-01-09,2,RN,Nordeste,Familia,49.9,8641,53,6,46,1,99581.04
2023-01-09,2,RN,Nordeste,HBO,34.9,5397,29,2,30,-3,43500.07
2023-01-09,2,RN,Nordeste,Telecine,29.9,4320,24,1,23,0,29830.95
2023-01-09,2,RN,Nordeste,Premiere,24.9,3235,17,2,20,-5,18603.12
2023-01-09,2,AL,Nordeste,Familia,49.9,7670,43,5,48,-10,88390.99
2023-01-09,2,AL,Nordeste,HBO,34.9,4799,27,2,26,-1,38680.16
2023-01-09,2,AL,Nordeste,Telecine,29.9,3837,20,1,22,-3,26495.68
2023-01-09,2,AL,Nordeste,Premiere,24.9,2875,13,1,17,-5,16532.91
2023-01-09,2,SE,Nordeste,Familia,49.9,5273,26,2,31,-7,60767.37
2023-01-09,2,SE,Nordeste,HBO,34.9,3299,20,1,20,-1,26590.09
2023-01-09,2,SE,Nordeste,Telecine,29.9,2640,16,1,15,0,18230.02
2023-01-09,2,SE,Nordeste,Premiere,24.9,1977,9,1,11,-3,11368.89
2023-01-09,2,PI,Nordeste,Familia,49.9,7680,46,5,41,0,88506.24
2023-01-09,2,PI,Nordeste,HBO,34.9,4803,30,2,25,3,38712.4
2023-01-09,2,PI,Nordeste,Telecine,29.9,3841,23,1,21,1,26523.3
2023-01-09,2,PI,Nordeste,Premiere,24.9,2874,11,1,16,-6,16527.16
2023-01-09,2,GO,Centro-Oeste,Familia,49.9,15838,101,10,93,-2,182521.06
2023-01-09,2,GO,Centro-Oeste,HBO,34.9,9890,56,4,62,-10,79713.86
2023-01-09,2,GO,Centro-Oeste,Telecine,29.9,7906,38,2,50,-14,54593.39
2023-01-09,2,GO,Centro-Oeste,Premiere,24.9,5932,28,3,33,-8,34112.42
2023-01-09,2,MT,Centro-Oeste,Familia,49.9,8155,41,3,43,-5,93980.25
2023-01-09,2,MT,Centro-Oeste,HBO,34.9,5101,30,2,27,1,41114.3
2023-01-09,2,MT,Centro-Oeste,Telecine,29.9,4080,23,1,22,0,28173.67
2023-01-09,2,MT,Centro-Oeste,Premiere,24.9,3054,13,2,17,-6,17562.26
2023-01-09,2,MS,Centro-Oeste,Familia,49.9,6237,32,3,32,-3,71876.74
2023-01-09,2,MS,Centro-Oeste,HBO,34.9,3901,23,1,21,1,31442.24
2023-01-09,2,MS,Centro-Oeste,Telecine,29.9,3119,17,1,17,-1,21537.67
2023-01-09,2,MS,Centro-Oeste,Premiere,24.9,2335,10,1,14,-5,13427.6
2023-01-09,2,DF,Centro-Oeste,Familia,49.9,6710,36,4,42,-10,77327.71
2023-01-09,2,DF,Centro-Oeste,HBO,34.9,4200,24,1,23,0,33852.19
2023-01-09,2,DF,Centro-Oeste,Telecine,29.9,3361,20,1,18,1,23208.75
2023-01-09,2,DF,Centro-Oeste,Premiere,24.9,2518,13,1,14,-2,14479.95
2023-01-09,2,AM,Norte,Familia,49.9,9585,48,5,58,-15,110459.93
2023-01-09,2,AM,Norte,HBO,34.9,6004,38,2,32,4,48392.52
2023-01-09,2,AM,Norte,Telecine,29.9,4800,28,1,27,0,33145.5
2023-01-09,2,AM,Norte,Premiere,24.9,3595,17,2,20,-5,20673.33
2023-01-09,2,PA,Norte,Familia,49.9,20137,100,10,113,-23,232063.81
2023-01-09,2,PA,Norte,HBO,34.9,12599,73,4,70,-1,101548.52
2023-01-09,2,PA,Norte,Telecine,29.9,10069,54,3,62,-11,69529.58
2023-01-09,2,PA,Norte,Premiere,24.9,7543,32,4,45,-17,43376.61
2023-01-09,2,RO,Norte,Familia,49.9,3837,21,2,22,-3,44218.55
2023-01-09,2,RO,Norte,HBO,34.9,2400,15,1,14,0,19344.11
2023-01-09,2,RO,Norte,Telecine,29.9,1920,10,0,10,0,13258.2
2023-01-09,2,RO,Norte,Premiere,24.9,1438,6,0,8,-2,8269.33
2023-01-09,2,AC,Norte,Familia,49.9,1919,9,0,10,-1,22115.03
2023-01-09,2,AC,Norte,HBO,34.9,1201,7,0,6,1,9680.12
2023-01-09,2,AC,Norte,Telecine,29.9,960,5,0,5,0,6629.1
2023-01-09,2,AC,Norte,Premiere,24.9,719,3,0,4,-1,4134.67
2023-01-09,2,RR,Norte,Familia,49.9,1440,8,0,8,0,16594.92
2023-01-09,2,RR,Norte,HBO,34.9,900,5,0,5,0,7254.04
2023-01-09,2,RR,Norte,Telecine,29.9,719,3,0,4,-1,4964.92
2023-01-09,2,RR,Norte,Premiere,24.9,539,2,0,3,-1,3099.56
2023-01-09,2,AP,Norte,Familia,49.9,1918,9,1,10,-2,22103.51
2023-01-09,2,AP,Norte,HBO,34.9,1201,7,0,6,1,9680.12
2023-01-09,2,AP,Norte,Telecine,29.9,959,4,0,5,-1,6622.19
2023-01-09,2,AP,Norte,Premiere,24.9,719,3,0,4,-1,4134.67
2023-01-09,2,TO,Norte,Familia,49.9,3360,19,2,17,0,38721.48
2023-01-09,2,TO,Norte,HBO,34.9,2099,10,0,11,-1,16918.04
2023-01-09,2,TO,Norte,Telecine,29.9,1680,10,0,10,0,11600.92
2023-01-09,2,TO,Norte,Premiere,24.9,1258,5,0,7,-2,7234.23
2023-01-16,3,SP,Sudeste,Familia,49.9,104463,535,56,656,-177,1203857.67
2023-01-16,3,SP,Sudeste,HBO,34.9,65384,370,33,353,-16,526998.06
2023-01-16,3,SP,Sudeste,Telecine,29.9,52260,272,16,316,-60,360871.59
2023-01-16,3,SP,Sudeste,Premiere,24.9,39180,204,25,239,-60,225307.62
2023-01-16,3,RJ,Sudeste,Familia,49.9,39347,220,22,211,-13,453444.64
2023-01-16,3,RJ,Sudeste,HBO,34.9,24586,139,11,142,-14,198164.3
2023-01-16,3,RJ,Sudeste,Telecine,29.9,19656,104,6,122,-24,135730.81
2023-01-16,3,RJ,Sudeste,Premiere,24.9,14744,77,10,83,-16,84786.51
2023-01-16,3,MG,Sudeste,Familia,49.9,48920,259,28,271,-40,563766.28
2023-01-16,3,MG,Sudeste,HBO,34.9,30565,168,12,190,-34,246355.31
2023-01-16,3,MG,Sudeste,Telecine,29.9,24481,153,10,142,1,169048.94
2023-01-16,3,MG,Sudeste,Premiere,24.9,18321,87,10,115,-38,105356.33
2023-01-16,3,ES,Sudeste,Familia,49.9,9117,53,6,50,-3,105066.58
2023-01-16,3,ES,Sudeste,HBO,34.9,5697,32,2,33,-3,45918.08
2023-01-16,3,ES,Sudeste,Telecine,29.9,4556,24,1,27,-4,31460.6
2023-01-16,3,ES,Sudeste,Premiere,24.9,3414,15,1,20,-6,19632.47
2023-01-16,3,PR,Sul,Familia,49.9,26847,136,12,157,-33,309391.52
2023-01-16,3,PR,Sul,HBO,34.9,16785,95,7,103,-15,135287.88
2023-01-16,3,PR,Sul,Telecine,29.9,13429,75,4,82,-11,92731.43
2023-01-16,3,PR,Sul,Premiere,24.9,10065,45,6,54,-15,57879.56
2023-01-16,3,SC,Sul,Familia,49.9,17255,87,8,104,-25,198850.92
2023-01-16,3,SC,Sul,HBO,34.9,10796,63,5,62,-4,87016.26
2023-01-16,3,SC,Sul,Telecine,29.9,8641,52,3,48,1,59668.8
2023-01-16,3,SC,Sul,Premiere,24.9,6461,24,3,40,-19,37154.48
2023-01-16,3,RS,Sul,Familia,49.9,26873,166,16,157,-7,309691.15
2023-01-16,3,RS,Sul,HBO,34.9,16800,111,7,104,0,135408.78
2023-01-16,3,RS,Sul,Telecine,29.9,13431,74,5,78,-9,92745.24
2023-01-16,3,RS,Sul,Premiere,24.9,10068,49,7,54,-12,57896.81
2023-01-16,3,BA,Nordeste,Familia,49.9,34529,193,21,203,-31,397920.81
2023-01-16,3,BA,Nordeste,HBO,34.9,21587,134,12,135,-13,173992.22
2023-01-16,3,BA,Nordeste,Telecine,29.9,17272,90,6,92,-8,119268.55
2023-01-16,3,BA,Nordeste,Premiere,24.9,12939,60,8,73,-21,74406.72
2023-01-16,3,CE,Nordeste,Familia,49.9,21597,129,12,120,-3,248889.21
2023-01-16,3,CE,Nordeste,HBO,34.9,13478,67,5,84,-22,108633.3
2023-01-16,3,CE,Nordeste,Telecine,29.9,10788,51,3,60,-12,74494.5
2023-01-16,3,CE,Nordeste,Premiere,24.9,8086,36,4,46,-14,46499.17
2023-01-16,3,PE,Nordeste,Familia,49.9,23046,144,14,124,6,265587.85
2023-01-16,3,PE,Nordeste,HBO,34.9,14376,61,5,80,-24,115871.22
2023-01-16,3,PE,Nordeste,Telecine,29.9,11510,62,4,68,-10,79480.14
2023-01-16,3,PE,Nordeste,Premiere,24.9,8621,39,4,54,-19,49575.73
2023-01-16,3,MA,Nordeste,Familia,49.9,16297,81,8,96,-23,187810.69
2023-01-16,3,MA,Nordeste,HBO,34.9,10189,56,4,63,-11,82123.81
2023-01-16,3,MA,Nordeste,Telecine,29.9,8158,44,2,44,-2,56333.53
2023-01-16,3,MA,Nordeste,Premiere,24.9,6113,28,3,32,-7,35153.28
2023-01-16,3,PB,Nordeste,Familia,49.9,9591,50,5,54,-9,110529.08
2023-01-16,3,PB,Nordeste,HBO,34.9,5989,25,1,35,-11,48271.62
2023-01-16,3,PB,Nordeste,Telecine,29.9,4802,28,1,25,2,33159.31
2023-01-16,3,PB,Nordeste,Premiere,24.9,3592,14,2,20,-8,20656.07
2023-01-16,3,RN,Nordeste,Familia,49.9,8634,44,4,46,-6,99500.37
2023-01-16,3,RN,Nordeste,HBO,34.9,5400,31,2,29,0,43524.25
2023-01-16,3,RN,Nordeste,Telecine,29.9,4320,26,1,25,0,29830.95
2023-01-16,3,RN,Nordeste,Premiere,24.9,3235,14,2,17,-5,18603.12
2023-01-16,3,AL,Nordeste,Familia,49.9,7677,43,4,42,-3,88471.66
2023-01-16,3,AL,Nordeste,HBO,34.9,4798,27,2,27,-2,38672.1
2023-01-16,3,AL,Nordeste,Telecine,29.9,3840,21,1,20,0,26516.4
2023-01-16,3,AL,Nordeste,Premiere,24.9,2878,14,1,15,-2,16550.16
2023-01-16,3,SE,Nordeste,Familia,49.9,5279,28,2,27,-1,60836.51
2023-01-16,3,SE,Nordeste,HBO,34.9,3297,18,1,20,-3,26573.97
2023-01-16,3,SE,Nordeste,Telecine,29.9,2638,12,0,14,-2,18216.21
2023-01-16,3,SE,Nordeste,Premiere,24.9,1977,8,1,10,-3,11368.89
2023-01-16,3,PI,Nordeste,Familia,49.9,7670,37,4,43,-10,88390.99
2023-01-16,3,PI,Nordeste,HBO,34.9,4790,21,1,30,-10,38607.62
2023-01-16,3,PI,Nordeste,Telecine,29.9,3843,24,1,20,3,26537.11
2023-01-16,3,PI,Nordeste,Premiere,24.9,2874,13,2,17,-6,16527.16
2023-01-16,3,GO,Centro-Oeste,Familia,49.9,15843,95,10,82,3,182578.68
2023-01-16,3,GO,Centro-Oeste,HBO,34.9,9897,55,4,54,-3,79770.28
2023-01-16,3,GO,Centro-Oeste,Telecine,29.9,7907,37,2,48,-13,54600.3
2023-01-16,3,GO,Centro-Oeste,Premiere,24.9,5932,27,3,32,-8,34112.42
2023-01-16,3,MT,Centro-Oeste,Familia,49.9,8151,46,4,51,-9,93934.16
2023-01-16,3,MT,Centro-Oeste,HBO,34.9,5097,28,2,29,-3,41082.06
2023-01-16,3,MT,Centro-Oeste,Telecine,29.9,4074,20,1,25,-6,28132.24
2023-01-16,3,MT,Centro-Oeste,Premiere,24.9,3054,14,2,18,-6,17562.26
2023-01-16,3,MS,Centro-Oeste,Familia,49.9,6235,37,3,39,-5,71853.7
2023-01-16,3,MS,Centro-Oeste,HBO,34.9,3897,18,1,20,-3,31410.0
2023-01-16,3,MS,Centro-Oeste,Telecine,29.9,3117,15,0,18,-3,21523.86
2023-01-16,3,MS,Centro-Oeste,Premiere,24.9,2337,11,1,13,-3,13439.1
2023-01-16,3,DF,Centro-Oeste,Familia,49.9,6714,34,3,37,-6,77373.81
2023-01-16,3,DF,Centro-Oeste,HBO,34.9,4196,21,1,24,-4,33819.95
2023-01-16,3,DF,Centro-Oeste,Telecine,29.9,3358,20,1,21,-2,23188.04
2023-01-16,3,DF,Centro-Oeste,Premiere,24.9,2516,10,1,13,-4,14468.45
2023-01-16,3,AM,Norte,Familia,49.9,9599,55,6,50,-1,110621.27
2023-01-16,3,AM,Norte,HBO,34.9,6001,40,3,36,1,48368.34
2023-01-16,3,AM,Norte,Telecine,29.9,4800,26,1,25,0,33145.5
2023-01-16,3,AM,Norte,Premiere,24.9,3594,16,2,20,-6,20667.58
2023-01-16,3,PA,Norte,Familia,49.9,20152,127,12,123,-8,232236.67
2023-01-16,3,PA,Norte,HBO,34.9,12593,72,5,74,-7,101500.16
2023-01-16,3,PA,Norte,Telecine,29.9,10083,59,3,53,3,69626.26
2023-01-16,3,PA,Norte,Premiere,24.9,7547,35,4,44,-13,43399.61
2023-01-16,3,RO,Norte,Familia,49.9,3837,22,2,23,-3,44218.55
2023-01-16,3,RO,Norte,HBO,34.9,2398,13,1,14,-2,19327.99
2023-01-16,3,RO,Norte,Telecine,29.9,1920,11,0,11,0,13258.2
2023-01-16,3,RO,Norte,Premiere,24.9,1439,7,0,8,-1,8275.08
2023-01-16,3,AC,Norte,Familia,49.9,1919,10,1,10,-1,22115.03
2023-01-16,3,AC,Norte,HBO,34.9,1198,5,0,7,-2,9655.94
2023-01-16,3,AC,Norte,Telecine,29.9,960,5,0,5,0,6629.1
2023-01-16,3,AC,Norte,Premiere,24.9,719,3,0,4,-1,4134.67
2023-01-16,3,RR,Norte,Familia,49.9,1439,7,0,8,-1,16583.39
2023-01-16,3,RR,Norte,HBO,34.9,899,4,0,5,-1,7245.98
2023-01-16,3,RR,Norte,Telecine,29.9,719,3,0,4,-1,4964.92
2023-01-16,3,RR,Norte,Premiere,24.9,539,2,0,3,-1,3099.56
2023-01-16,3,AP,Norte,Familia,49.9,1918,10,1,11,-2,22103.51
2023-01-16,3,AP,Norte,HBO,34.9,1200,6,0,6,0,9672.06
2023-01-16,3,AP,Norte,Telecine,29.9,960,5,0,5,0,6629.1
2023-01-16,3,AP,Norte,Premiere,24.9,719,3,0,4,-1,4134.67
2023-01-16,3,TO,Norte,Familia,49.9,3360,20,2,18,0,38721.48
2023-01-16,3,TO,Norte,HBO,34.9,2099,11,0,12,-1,16918.04
2023-01-16,3,TO,Norte,Telecine,29.9,1680,10,0,10,0,11600.92
