date,week,state,region,channel,treated,geolift_period,spend_brl,impressions,conv_shapley,conv_true_incremental,cac_shapley_brl,cac_true_brl
2023-01-09,2,GO,Centro-Oeste,youtube,0,0,36205.69,2011427,0,0,,
2023-01-09,2,MT,Centro-Oeste,youtube,0,0,18651.41,1036189,0,0,,
2023-01-09,2,MS,Centro-Oeste,youtube,0,0,14262.85,792380,0,0,,
2023-01-09,2,DF,Centro-Oeste,youtube,0,0,15359.99,853332,0,0,,
2023-01-09,2,AM,Norte,youtube,0,0,21942.84,1219046,0,0,,
2023-01-09,2,PA,Norte,youtube,0,0,46079.97,2559998,0,0,,
2023-01-09,2,RO,Norte,youtube,0,0,8777.14,487618,0,0,,
2023-01-09,2,AC,Norte,youtube,0,0,4388.57,243809,0,0,,
2023-01-09,2,RR,Norte,youtube,0,0,3291.43,182857,0,0,,
2023-01-09,2,AP,Norte,youtube,0,0,4388.57,243809,1,0,4388.57,
2023-01-09,2,TO,Norte,youtube,0,0,7679.99,426666,0,0,,
2023-01-09,2,SP,Sudeste,meta,1,0,209279.85,17439986,0,0,,
2023-01-09,2,RJ,Sudeste,meta,1,0,78719.94,6559995,0,0,,
2023-01-09,2,MG,Sudeste,meta,0,0,97919.93,8159993,0,0,,
2023-01-09,2,ES,Sudeste,meta,0,0,18239.99,1519998,0,0,,
2023-01-09,2,PR,Sul,meta,1,0,53759.96,4479996,0,0,,
2023-01-09,2,SC,Sul,meta,0,0,34559.97,2879997,0,0,,
2023-01-09,2,RS,Sul,meta,1,0,53759.96,4479996,0,0,,
2023-01-09,2,BA,Nordeste,meta,0,0,69119.95,5759995,0,0,,
2023-01-09,2,CE,Nordeste,meta,1,0,43199.97,3599997,1,0,43199.97,
2023-01-09,2,PE,Nordeste,meta,0,0,46079.97,3839997,0,0,,
2023-01-09,2,MA,Nordeste,meta,0,0,32639.98,2719997,0,0,,
2023-01-09,2,PB,Nordeste,meta,0,0,19199.99,1599998,0,0,,
2023-01-09,2,RN,Nordeste,meta,0,0,17279.99,1439998,0,0,,
2023-01-09,2,AL,Nordeste,meta,0,0,15359.99,1279999,0,0,,
2023-01-09,2,SE,Nordeste,meta,0,0,10559.99,879999,0,0,,
2023-01-09,2,PI,Nordeste,meta,0,0,15359.99,1279999,0,0,,
2023-01-09,2,GO,Centro-Oeste,meta,0,0,31679.98,2639998,0,0,,
2023-01-09,2,MT,Centro-Oeste,meta,0,0,16319.99,1359998,1,0,16319.99,
2023-01-09,2,MS,Centro-Oeste,meta,0,0,12479.99,1039999,0,0,,
2023-01-09,2,DF,Centro-Oeste,meta,0,0,13439.99,1119999,0,0,,
2023-01-09,2,AM,Norte,meta,0,0,19199.99,1599998,1,0,19199.99,
2023-01-09,2,PA,Norte,meta,0,0,40319.97,3359997,0,0,,
2023-01-09,2,RO,Norte,meta,0,0,7679.99,639999,0,0,,
2023-01-09,2,AC,Norte,meta,0,0,3840.0,319999,0,0,,
2023-01-09,2,RR,Norte,meta,0,0,2880.0,239999,0,0,,
2023-01-09,2,AP,Norte,meta,0,0,3840.0,319999,0,0,,
2023-01-09,2,TO,Norte,meta,0,0,6720.0,559999,0,0,,
2023-01-09,2,SP,Sudeste,search,1,0,149485.6,18685700,0,0,,
2023-01-09,2,RJ,Sudeste,search,1,0,56228.53,7028566,0,0,,
2023-01-09,2,MG,Sudeste,search,0,0,69942.81,8742850,0,0,,
2023-01-09,2,ES,Sudeste,search,0,0,13028.56,1628570,0,0,,
2023-01-09,2,PR,Sul,search,1,0,38399.97,4799996,0,0,,
2023-01-09,2,SC,Sul,search,0,0,24685.7,3085711,0,0,,
2023-01-09,2,RS,Sul,search,1,0,38399.97,4799996,0,0,,
2023-01-09,2,BA,Nordeste,search,0,0,49371.39,6171423,0,0,,
2023-01-09,2,CE,Nordeste,search,1,0,30857.12,3857139,0,0,,
2023-01-09,2,PE,Nordeste,search,0,0,32914.26,4114282,0,0,,
2023-01-09,2,MA,Nordeste,search,0,0,23314.27,2914283,0,0,,
2023-01-09,2,PB,Nordeste,search,0,0,13714.28,1714284,0,0,,
2023-01-09,2,RN,Nordeste,search,0,0,12342.85,1542855,0,0,,
2023-01-09,2,AL,Nordeste,search,0,0,10971.42,1371427,0,0,,
2023-01-09,2,SE,Nordeste,search,0,0,7542.85,942856,0,0,,
2023-01-09,2,PI,Nordeste,search,0,0,10971.42,1371427,0,0,,
2023-01-09,2,GO,Centro-Oeste,search,0,0,22628.55,2828569,0,0,,
2023-01-09,2,MT,Centro-Oeste,search,0,0,11657.13,1457141,0,0,,
2023-01-09,2,MS,Centro-Oeste,search,0,0,8914.28,1114284,0,0,,
2023-01-09,2,DF,Centro-Oeste,search,0,0,9599.99,1199999,0,0,,
2023-01-09,2,AM,Norte,search,0,0,13714.28,1714284,0,0,,
2023-01-09,2,PA,Norte,search,0,0,28799.98,3599997,0,0,,
2023-01-09,2,RO,Norte,search,0,0,5485.71,685713,0,0,,
2023-01-09,2,AC,Norte,search,0,0,2742.86,342856,0,0,,
2023-01-09,2,RR,Norte,search,0,0,2057.14,257142,0,0,,
2023-01-09,2,AP,Norte,search,0,0,2742.86,342856,0,0,,
2023-01-09,2,TO,Norte,search,0,0,4800.0,599999,0,0,,
2023-01-16,3,SP,Sudeste,youtube,1,0,209075.4,11615300,0,0,,
2023-01-16,3,RJ,Sudeste,youtube,1,0,78643.04,4369057,0,0,,
2023-01-16,3,MG,Sudeste,youtube,0,0,97824.27,5434681,0,0,,
2023-01-16,3,ES,Sudeste,youtube,0,0,18222.17,1012342,0,0,,
2023-01-16,3,PR,Sul,youtube,1,0,53707.44,2983746,0,0,,
2023-01-16,3,SC,Sul,youtube,0,0,34526.21,1918122,0,0,,
2023-01-16,3,RS,Sul,youtube,1,0,53707.44,2983746,0,0,,
2023-01-16,3,BA,Nordeste,youtube,0,0,69052.43,3836245,0,0,,
2023-01-16,3,CE,Nordeste,youtube,1,0,43157.77,2397653,0,0,,
2023-01-16,3,PE,Nordeste,youtube,0,0,46034.95,2557497,0,0,,
2023-01-16,3,MA,Nordeste,youtube,0,0,32608.09,1811560,0,0,,
2023-01-16,3,PB,Nordeste,youtube,0,0,19181.23,1065623,0,0,,
2023-01-16,3,RN,Nordeste,youtube,0,0,17263.11,959061,0,0,,
2023-01-16,3,AL,Nordeste,youtube,0,0,15344.98,852499,0,0,,
2023-01-16,3,SE,Nordeste,youtube,0,0,10549.68,586093,0,0,,
2023-01-16,3,PI,Nordeste,youtube,0,0,15344.98,852499,0,0,,
2023-01-16,3,GO,Centro-Oeste,youtube,0,0,31649.03,1758279,0,0,,
2023-01-16,3,MT,Centro-Oeste,youtube,0,0,16304.05,905780,0,0,,
2023-01-16,3,MS,Centro-Oeste,youtube,0,0,12467.8,692655,0,0,,
2023-01-16,3,DF,Centro-Oeste,youtube,0,0,13426.86,745936,0,0,,
2023-01-16,3,AM,Norte,youtube,0,0,19181.23,1065623,0,0,,
2023-01-16,3,PA,Norte,youtube,0,0,40280.58,2237810,0,0,,
2023-01-16,3,RO,Norte,youtube,0,0,7672.49,426249,0,0,,
2023-01-16,3,AC,Norte,youtube,0,0,3836.25,213124,0,0,,
2023-01-16,3,RR,Norte,youtube,0,0,2877.18,159843,0,0,,
2023-01-16,3,AP,Norte,youtube,0,0,3836.25,213124,0,0,,
2023-01-16,3,TO,Norte,youtube,0,0,6713.43,372968,0,0,,
2023-01-16,3,SP,Sudeste,meta,1,0,182940.98,15245081,0,0,,
2023-01-16,3,RJ,Sudeste,meta,1,0,68812.66,5734388,0,0,,
2023-01-16,3,MG,Sudeste,meta,0,0,85596.24,7133019,0,0,,
2023-01-16,3,ES,Sudeste,meta,0,0,15944.4,1328699,1,0,15944.4,
2023-01-16,3,PR,Sul,meta,1,0,46994.01,3916167,0,0,,
2023-01-16,3,SC,Sul,meta,0,0,30210.44,2517536,0,0,,
2023-01-16,3,RS,Sul,meta,1,0,46994.01,3916167,0,0,,
2023-01-16,3,BA,Nordeste,meta,0,0,60420.87,5035072,0,0,,
2023-01-16,3,CE,Nordeste,meta,1,0,37763.05,3146920,0,0,,
2023-01-16,3,PE,Nordeste,meta,0,0,40280.58,3356715,0,0,,
2023-01-16,3,MA,Nordeste,meta,0,0,28532.08,2377673,0,0,,
2023-01-16,3,PB,Nordeste,meta,0,0,16783.58,1398631,1,0,16783.58,
2023-01-16,3,RN,Nordeste,meta,0,0,15105.22,1258768,0,0,,
2023-01-16,3,AL,Nordeste,meta,0,0,13426.86,1118905,0,0,,
2023-01-16,3,SE,Nordeste,meta,0,0,9230.97,769247,0,0,,
2023-01-16,3,PI,Nordeste,meta,0,0,13426.86,1118905,0,0,,
2023-01-16,3,GO,Centro-Oeste,meta,0,0,27692.9,2307741,0,0,,
2023-01-16,3,MT,Centro-Oeste,meta,0,0,14266.04,1188836,0,0,,
2023-01-16,3,MS,Centro-Oeste,meta,0,0,10909.32,909110,0,0,,
2023-01-16,3,DF,Centro-Oeste,meta,0,0,11748.5,979041,0,0,,
2023-01-16,3,AM,Norte,meta,0,0,16783.58,1398631,0,0,,
2023-01-16,3,PA,Norte,meta,0,0,35245.51,2937125,0,0,,
2023-01-16,3,RO,Norte,meta,0,0,6713.43,559452,0,0,,
2023-01-16,3,AC,Norte,meta,0,0,3356.72,279726,0,0,,
2023-01-16,3,RR,Norte,meta,0,0,2517.54,209794,0,0,,
2023-01-16,3,AP,Norte,meta,0,0,3356.72,279726,0,0,,
2023-01-16,3,TO,Norte,meta,0,0,5874.25,489520,0,0,,
2023-01-16,3,SP,Sudeste,search,1,0,130672.13,16334015,0,0,,
2023-01-16,3,RJ,Sudeste,search,1,0,49151.9,6143987,1,0,49151.9,
2023-01-16,3,MG,Sudeste,search,0,0,61140.17,7642521,0,0,,
2023-01-16,3,ES,Sudeste,search,0,0,11388.86,1423606,0,0,,
2023-01-16,3,PR,Sul,search,1,0,33567.15,4195893,0,0,,
2023-01-16,3,SC,Sul,search,0,0,21578.88,2697360,0,0,,
2023-01-16,3,RS,Sul,search,1,0,33567.15,4195893,0,0,,
2023-01-16,3,BA,Nordeste,search,0,0,43157.77,5394720,0,0,,
2023-01-16,3,CE,Nordeste,search,1,0,26973.6,3371700,0,0,,
2023-01-16,3,PE,Nordeste,search,0,0,28771.84,3596480,0,0,,
2023-01-16,3,MA,Nordeste,search,0,0,20380.06,2547507,0,0,,
2023-01-16,3,PB,Nordeste,search,0,0,11988.27,1498533,0,0,,
2023-01-16,3,RN,Nordeste,search,0,0,10789.44,1348680,0,0,,
2023-01-16,3,AL,Nordeste,search,0,0,9590.61,1198826,0,0,,
2023-01-16,3,SE,Nordeste,search,0,0,6593.55,824193,0,0,,
2023-01-16,3,PI,Nordeste,search,0,0,9590.61,1198826,0,0,,
2023-01-16,3,GO,Centro-Oeste,search,0,0,19780.64,2472580,0,0,,
2023-01-16,3,MT,Centro-Oeste,search,0,0,10190.03,1273753,0,0,,
2023-01-16,3,MS,Centro-Oeste,search,0,0,7792.37,974046,0,0,,
2023-01-16,3,DF,Centro-Oeste,search,0,0,8391.79,1048973,0,0,,
2023-01-16,3,AM,Norte,search,0,0,11988.27,1498533,0,0,,
2023-01-16,3,PA,Norte,search,0,0,25175.36,3146920,0,0,,
2023-01-16,3,RO,Norte,search,0,0,4795.31,599413,0,0,,
2023-01-16,3,AC,Norte,search,0,0,2397.65,299706,0,0,,
2023-01-16,3,RR,Norte,search,0,0,1798.24,224780,0,0,,
2023-01-16,3,AP,Norte,search,0,0,2397.65,299706,1,0,2397.65,
2023-01-16,3,TO,Norte,search,0,0,4195.89,524486,0,0,,
2023-01-23,4,SP,Sudeste,youtube,1,0,207086.85,11504824,0,0,,
2023-01-23,4,RJ,Sudeste,youtube,1,0,77895.05,4327502,1,0,77895.05,
2023-01-23,4,MG,Sudeste,youtube,0,0,96893.85,5382991,0,0,,
2023-01-23,4,ES,Sudeste,youtube,0,0,18048.85,1002714,0,0,,
2023-01-23,4,PR,Sul,youtube,1,0,53196.62,2955367,0,0,,
2023-01-23,4,SC,Sul,youtube,0,0,34197.83,1899879,0,0,,
2023-01-23,4,RS,Sul,youtube,1,0,53196.62,2955367,0,0,,
2023-01-23,4,BA,Nordeste,youtube,0,0,68395.66,3799758,0,0,,
2023-01-23,4,CE,Nordeste,youtube,1,0,42747.28,2374849,0,0,,
2023-01-23,4,PE,Nordeste,youtube,0,0,45597.1,2533172,0,0,,
2023-01-23,4,MA,Nordeste,youtube,0,0,32297.95,1794330,0,0,,
2023-01-23,4,PB,Nordeste,youtube,0,0,18998.79,1055488,0,0,,
2023-01-23,4,RN,Nordeste,youtube,0,0,17098.91,949939,0,0,,
2023-01-23,4,AL,Nordeste,youtube,0,0,15199.03,844390,0,0,,
2023-01-23,4,SE,Nordeste,youtube,0,0,10449.34,580518,0,0,,
2023-01-23,4,PI,Nordeste,youtube,0,0,15199.03,844390,0,0,,
2023-01-23,4,GO,Centro-Oeste,youtube,0,0,31348.01,1741556,0,0,,
2023-01-23,4,MT,Centro-Oeste,youtube,0,0,16148.97,897165,1,0,16148.97,
2023-01-23,4,MS,Centro-Oeste,youtube,0,0,12349.22,686067,0,0,,
2023-01-23,4,DF,Centro-Oeste,youtube,0,0,13299.16,738841,0,0,,
2023-01-23,4,AM,Norte,youtube,0,0,18998.79,1055488,0,0,,
2023-01-23,4,PA,Norte,youtube,0,0,39897.47,2216525,0,0,,
2023-01-23,4,RO,Norte,youtube,0,0,7599.52,422195,0,0,,
2023-01-23,4,AC,Norte,youtube,0,0,3799.76,211097,0,0,,
2023-01-23,4,RR,Norte,youtube,0,0,2849.82,158323,0,0,,
2023-01-23,4,AP,Norte,youtube,0,0,3799.76,211097,0,0,,
2023-01-23,4,TO,Norte,youtube,0,0,6649.58,369420,0,0,,
2023-01-23,4,SP,Sudeste,meta,1,0,181200.99,15100082,1,0,181200.99,
2023-01-23,4,RJ,Sudeste,meta,1,0,68158.17,5679847,0,0,,
2023-01-23,4,MG,Sudeste,meta,0,0,84782.12,7065176,0,0,,
2023-01-23,4,ES,Sudeste,meta,0,0,15792.75,1316062,0,0,,
2023-01-23,4,PR,Sul,meta,1,0,46547.04,3878920,0,0,,
2023-01-23,4,SC,Sul,meta,0,0,29923.1,2493591,0,0,,
2023-01-23,4,RS,Sul,meta,1,0,46547.04,3878920,0,0,,
2023-01-23,4,BA,Nordeste,meta,0,0,59846.2,4987183,0,0,,
2023-01-23,4,CE,Nordeste,meta,1,0,37403.87,3116989,0,0,,
2023-01-23,4,PE,Nordeste,meta,0,0,39897.47,3324788,0,0,,
2023-01-23,4,MA,Nordeste,meta,0,0,28260.71,2355058,0,0,,
2023-01-23,4,PB,Nordeste,meta,0,0,16623.94,1385328,0,0,,
2023-01-23,4,RN,Nordeste,meta,0,0,14961.55,1246795,0,0,,
2023-01-23,4,AL,Nordeste,meta,0,0,13299.16,1108262,0,0,,
2023-01-23,4,SE,Nordeste,meta,0,0,9143.17,761930,0,0,,
2023-01-23,4,PI,Nordeste,meta,0,0,13299.16,1108262,0,0,,
2023-01-23,4,GO,Centro-Oeste,meta,0,0,27429.51,2285792,0,0,,
2023-01-23,4,MT,Centro-Oeste,meta,0,0,14130.35,1177529,0,0,,
2023-01-23,4,MS,Centro-Oeste,meta,0,0,10805.56,900463,0,0,,
2023-01-23,4,DF,Centro-Oeste,meta,0,0,11636.76,969730,0,0,,
2023-01-23,4,AM,Norte,meta,0,0,16623.94,1385328,0,0,,
2023-01-23,4,PA,Norte,meta,0,0,34910.28,2909190,0,0,,
2023-01-23,4,RO,Norte,meta,0,0,6649.58,554131,1,0,6649.58,
2023-01-23,4,AC,Norte,meta,0,0,3324.79,277065,0,0,,
2023-01-23,4,RR,Norte,meta,0,0,2493.59,207799,0,0,,
2023-01-23,4,AP,Norte,meta,0,0,3324.79,277065,0,0,,
2023-01-23,4,TO,Norte,meta,0,0,5818.38,484865,0,0,,
2023-01-23,4,SP,Sudeste,search,1,0,129429.28,16178659,0,0,,
2023-01-23,4,RJ,Sudeste,search,1,0,48684.41,6085550,0,0,,
2023-01-23,4,MG,Sudeste,search,0,0,60558.65,7569831,0,0,,
2023-01-23,4,ES,Sudeste,search,0,0,11280.53,1410066,0,0,,
2023-01-23,4,PR,Sul,search,1,0,33247.89,4155986,0,0,,
2023-01-23,4,SC,Sul,search,0,0,21373.64,2671705,0,0,,
2023-01-23,4,RS,Sul,search,1,0,33247.89,4155986,0,0,,
2023-01-23,4,BA,Nordeste,search,0,0,42747.28,5343410,1,0,42747.28,
2023-01-23,4,CE,Nordeste,search,1,0,26717.05,3339631,0,0,,
2023-01-23,4,PE,Nordeste,search,0,0,28498.19,3562273,0,0,,
2023-01-23,4,MA,Nordeste,search,0,0,20186.22,2523277,0,0,,
2023-01-23,4,PB,Nordeste,search,0,0,11874.25,1484280,0,0,,
2023-01-23,4,RN,Nordeste,search,0,0,10686.82,1335852,0,0,,
2023-01-23,4,AL,Nordeste,search,0,0,9499.4,1187424,0,0,,
2023-01-23,4,SE,Nordeste,search,0,0,6530.84,816354,0,0,,
2023-01-23,4,PI,Nordeste,search,0,0,9499.4,1187424,0,0,,
2023-01-23,4,GO,Centro-Oeste,search,0,0,19592.51,2449063,0,0,,
2023-01-23,4,MT,Centro-Oeste,search,0,0,10093.11,1261638,0,0,,
2023-01-23,4,MS,Centro-Oeste,search,0,0,7718.26,964782,0,0,,
2023-01-23,4,DF,Centro-Oeste,search,0,0,8311.97,1038996,0,0,,
2023-01-23,4,AM,Norte,search,0,0,11874.25,1484280,0,0,,
2023-01-23,4,PA,Norte,search,0,0,24935.92,3116989,0,0,,
2023-01-23,4,RO,Norte,search,0,0,4749.7,593712,1,0,4749.7,
2023-01-23,4,AC,Norte,search,0,0,2374.85,296856,0,0,,
2023-01-23,4,RR,Norte,search,0,0,1781.14,222642,0,0,,
2023-01-23,4,AP,Norte,search,0,0,2374.85,296856,0,0,,
2023-01-23,4,TO,Norte,search,0,0,4155.99,519498,0,0,,
2023-01-30,5,SP,Sudeste,youtube,1,0,212940.01,11830000,0,0,,
2023-01-30,5,RJ,Sudeste,youtube,1,0,80096.7,4449816,0,0,,
2023-01-30,5,MG,Sudeste,youtube,0,0,99632.48,5535137,0,0,,
2023-01-30,5,ES,Sudeste,youtube,0,0,18558.99,1031055,0,0,,
2023-01-30,5,PR,Sul,youtube,1,0,54700.19,3038899,0,0,,
2023-01-30,5,SC,Sul,youtube,0,0,35164.41,1953578,0,0,,
2023-01-30,5,RS,Sul,youtube,1,0,54700.19,3038899,0,0,,
2023-01-30,5,BA,Nordeste,youtube,0,0,70328.81,3907156,0,0,,
2023-01-30,5,CE,Nordeste,youtube,1,0,43955.51,2441972,0,0,,
2023-01-30,5,PE,Nordeste,youtube,0,0,46885.87,2604770,0,0,,
2023-01-30,5,MA,Nordeste,youtube,0,0,33210.83,1845045,1,0,33210.83,
2023-01-30,5,PB,Nordeste,youtube,0,0,19535.78,1085321,0,0,,
2023-01-30,5,RN,Nordeste,youtube,0,0,17582.2,976789,0,0,,
2023-01-30,5,AL,Nordeste,youtube,0,0,15628.62,868256,0,0,,
2023-01-30,5,SE,Nordeste,youtube,0,0,10744.68,596926,0,0,,
2023-01-30,5,PI,Nordeste,youtube,0,0,15628.62,868256,0,0,,
2023-01-30,5,GO,Centro-Oeste,youtube,0,0,32234.04,1790779,0,0,,
2023-01-30,5,MT,Centro-Oeste,youtube,0,0,16605.41,922522,0,0,,
2023-01-30,5,MS,Centro-Oeste,youtube,0,0,12698.26,705458,0,0,,
2023-01-30,5,DF,Centro-Oeste,youtube,0,0,13675.05,759724,0,0,,
2023-01-30,5,AM,Norte,youtube,0,0,19535.78,1085321,0,0,,
2023-01-30,5,PA,Norte,youtube,0,0,41025.14,2279174,0,0,,
2023-01-30,5,RO,Norte,youtube,0,0,7814.31,434128,0,0,,
2023-01-30,5,AC,Norte,youtube,0,0,3907.16,217064,0,0,,
2023-01-30,5,RR,Norte,youtube,0,0,2930.37,162798,0,0,,
